name,rating,average_price,average _delivery_time,location,cuisine,phone,features
Pure Veg Meals By LunchBox,3.9,200,27,Vadodara,North Indian,+91 837-419-5309,"AC, Home Delivery"
Pure Veg Meals By LunchBox,3.9,250,19,Patiala,North Indian,+91 892-361-9443,"Parking, Takeaway Available, WiFi, AC"
Pure Veg Meals By LunchBox,3.9,300,28,Mumbai,North Indian,+91 876-896-5232,"Home Delivery, WiFi, Parking, Live Music"
Pure Veg Meals By LunchBox,4,100,22,Allahabad,North Indian,+91 813-664-2647,"WiFi, Outdoor Seating"
Pure Veg Meals By LunchBox,4,100,25,Guntur,North Indian,+91 730-453-3062,"Home Delivery, Outdoor Seating"
Pure Veg Meals By LunchBox,4,100,34,Hyderabad,North Indian,+91 962-855-8344,"Home Delivery, Takeaway Available, WiFi"
Pure Veg Meals By LunchBox,4,150,26,Jalandhar,North Indian,+91 856-135-7655,"Outdoor Seating, AC"
Pure Veg Meals By LunchBox,4,200,15,Aligarh,North Indian,+91 870-606-5210,"Takeaway Available, Home Delivery, AC, Outdoor Seating"
Pure Veg Meals By LunchBox,4,200,30,Mangalore,North Indian,+91 814-192-6059,"Live Music, AC, Outdoor Seating"
Pure Veg Meals By LunchBox,4,200,41,Vellore,North Indian,+91 836-859-2857,"Takeaway Available, Outdoor Seating, Home Delivery, AC"
Pure Veg Meals By LunchBox,4,250,23,Madurai,North Indian,+91 822-894-7070,"WiFi, Home Delivery, Takeaway Available, Live Music"
Pure Veg Meals By LunchBox,4,250,27,Trivandrum,North Indian,+91 940-743-7862,"Home Delivery, WiFi, AC, Parking"
Pure Veg Meals By LunchBox,4,250,30,Palakkad,North Indian,+91 770-549-8224,"Live Music, Home Delivery, Takeaway Available"
Pure Veg Meals By LunchBox,4.1,100,28,Patna,North Indian,+91 894-619-1736,"Parking, Takeaway Available, AC, WiFi"
Pure Veg Meals By LunchBox,4.1,150,24,Pune,North Indian,+91 885-111-2877,"Outdoor Seating, Live Music, Parking"
Pure Veg Meals By LunchBox,4.1,150,29,Chennai,North Indian,+91 992-505-6478,"WiFi, Parking, Takeaway Available, AC"
Pure Veg Meals By LunchBox,4.1,200,28,Tirunelveli,North Indian,+91 857-661-8072,"AC, Live Music, Home Delivery"
Pure Veg Meals By LunchBox,4.1,200,42,Guwahati,North Indian,+91 864-345-3110,"Home Delivery, AC, Live Music, Outdoor Seating"
Pure Veg Meals By LunchBox,4.1,200,54,Dehradun,North Indian,+91 898-693-5137,"Outdoor Seating, WiFi, Live Music, AC"
Pure Veg Meals By LunchBox,4.1,250,35,Jodhpur,North Indian,+91 863-600-8975,"Outdoor Seating, Parking, WiFi"
Pure Veg Meals By LunchBox,4.1,250,35,Kolkata,North Indian,+91 867-960-5906,"Takeaway Available, AC"
Pure Veg Meals By LunchBox,4.2,100,31,Meerut,North Indian,+91 951-593-4976,"Outdoor Seating, Parking"
Pure Veg Meals By LunchBox,4.2,150,23,Thrissur,North Indian,+91 798-575-8971,"Parking, AC, Live Music, Home Delivery"
Pure Veg Meals By LunchBox,4.2,150,33,Trichy,North Indian,+91 980-119-6323,"Parking, Outdoor Seating, Home Delivery"
Pure Veg Meals By LunchBox,4.2,200,42,Agra,North Indian,+91 897-207-2236,"Takeaway Available, WiFi"
Pure Veg Meals By LunchBox,4.2,350,28,Bangalore,North Indian,+91 876-278-9950,"Outdoor Seating, AC"
Pure Veg Meals By LunchBox,4.3,150,19,Amritsar,North Indian,+91 851-761-2704,"Outdoor Seating, Parking"
Pure Veg Meals By LunchBox,4.3,150,25,Kota,North Indian,+91 960-243-6458,"Takeaway Available, AC, Parking"
Pure Veg Meals By LunchBox,4.3,200,22,Bareilly,North Indian,+91 915-189-5534,"Live Music, Outdoor Seating, AC, Parking"
Pure Veg Meals By LunchBox,4.3,200,28,Chandigarh,North Indian,+91 791-480-9974,"Takeaway Available, Home Delivery, WiFi"
Pure Veg Meals By LunchBox,4.3,200,31,Raipur,North Indian,+91 785-275-6834,"Live Music, Outdoor Seating"
Pure Veg Meals By LunchBox,4.3,250,27,Bhopal,North Indian,+91 938-535-6981,"WiFi, Home Delivery, Live Music"
Pure Veg Meals By LunchBox,4.3,250,29,Varanasi,North Indian,+91 800-156-9030,"AC, Outdoor Seating"
Pure Veg Meals By LunchBox,4.4,50,29,Kanpur,North Indian,+91 991-576-9872,"AC, Takeaway Available, WiFi, Live Music"
Pure Veg Rasoi,3.7,150,30,Jamshedpur,"South Indian, Fast Food",+91 978-932-7548,"Parking, Live Music, AC"
Pure Vegetarian,3.4,100,32,Patna,"North Indian, Street Food",+91 753-380-1538,"WiFi, Live Music, AC"
Purely From Home Dine Cafe,4,150,28,Trivandrum,Multicuisine,+91 746-900-4876,"Takeaway Available, Live Music"
Puri Bhandaar,4.3,100,20,Ludhiana,"Fast Food, Street Food",+91 902-643-6571,"Outdoor Seating, Takeaway Available, AC, Parking"
Puri Vurii,4.1,100,20,Vijayawada,"North Indian, Street Food",+91 912-547-3077,"Outdoor Seating, Parking"
Purna’s Kitchen,3.8,100,47,Hyderabad,"South Indian, North Indian, Biryani",+91 889-154-5557,"Home Delivery, Outdoor Seating, AC, WiFi"
Purnabramha Food Hub,4.1,100,37,Nashik,North Indian,+91 858-315-2584,"WiFi, Outdoor Seating, Parking"
Purnima Chat Center,4.2,300,30,Udaipur,Street Food,+91 862-856-4537,"Parking, Outdoor Seating"
Purnima's Snacks And Food,4,150,36,Raipur,"North Indian, Fast Food, Street Food",+91 765-191-7626,"AC, Live Music, Takeaway Available, WiFi"
Puro Shabekiana,3.4,150,30,Siliguri,North Indian,+91 899-600-7471,"WiFi, AC, Takeaway Available"
Purohit Cafe,4.4,100,29,Udaipur,"South Indian, Street Food",+91 951-279-3338,"Takeaway Available, WiFi, AC"
Purohit Momos 5,3.7,100,32,Jodhpur,Multicuisine,+91 994-854-4694,"AC, Home Delivery"
Purohit Restaurant,4.2,200,39,Ahmedabad,"South Indian, North Indian",+91 978-793-5597,"Takeaway Available, Parking, AC, Home Delivery"
Purohit Thali,3.8,100,26,Surat,North Indian,+91 832-189-3880,"Live Music, Parking, AC, Home Delivery"
Purple Bakery & Sweets,4.3,600,45,Chennai,"Fast Food, Street Food, Bakery",+91 910-338-1556,"Home Delivery, Live Music"
Purple Haze,3.6,300,37,Kolkata,Fast Food,+91 875-642-4005,"Outdoor Seating, Takeaway Available, WiFi"
Purple Kitchen,4.3,250,46,Siliguri,"North Indian, Fast Food",+91 860-641-5943,"Parking, Takeaway Available, Outdoor Seating"
Purple Panda,4.1,300,44,Kolkata,Multicuisine,+91 843-224-5498,"Live Music, Home Delivery, WiFi"
Purshottam Kandoi Haribhai Damodar Mithaiwala,4.4,150,21,Mumbai,Street Food,+91 808-878-6805,"Home Delivery, WiFi, AC"
Purvanchal Express,3.1,100,51,Allahabad,North Indian,+91 725-787-6663,"Home Delivery, Outdoor Seating"
Purvanchal Ki Swadist Bati Chokha,4,100,34,Lucknow,Multicuisine,+91 804-401-1810,"Parking, Outdoor Seating, AC, Takeaway Available"
Pushkar Pav Bhaji,4.3,50,30,Vadodara,Street Food,+91 784-916-5473,"AC, Live Music, Takeaway Available"
Pushkar Sweets,4.2,150,27,Pune,Street Food,+91 700-534-1582,"Parking, AC, WiFi, Takeaway Available"
Pushpa Bhojnalaya,3.9,50,35,Jodhpur,North Indian,+91 999-675-1460,"Outdoor Seating, Takeaway Available, Home Delivery"
Pushpak Misthan Bhandar and Sweet,4.2,100,26,Agra,Street Food,+91 883-738-5541,"AC, Outdoor Seating, Takeaway Available"
Pushpak Misthan Bhandar Sweets And Snack,4.3,50,25,Agra,Multicuisine,+91 766-407-5157,"Home Delivery, WiFi"
PV Gold Bakers & Fast Food,3.7,100,36,Varanasi,"South Indian, Bakery",+91 710-484-3566,"AC, Live Music, Parking, Home Delivery"
PVR Cafe,3.7,150,23,Jalandhar,Fast Food,+91 732-726-8019,"Outdoor Seating, Parking"
PVR Café,3.4,250,39,Patiala,Fast Food,+91 740-424-9032,"Outdoor Seating, Live Music, Home Delivery, AC"
PVR Café,3.5,200,61,Bangalore,Fast Food,+91 843-885-6278,"Outdoor Seating, AC"
PVR Café,3.5,250,45,Chandigarh,Fast Food,+91 803-834-4843,"Takeaway Available, WiFi, Outdoor Seating, Live Music"
PVR Café,3.6,50,31,Mysore,Fast Food,+91 874-351-7740,"Takeaway Available, AC, Parking"
PVR Café,3.6,100,58,Kolkata,Fast Food,+91 830-497-4103,"Live Music, Parking"
PVR Café,3.6,200,32,Vellore,Fast Food,+91 734-976-9021,"WiFi, Live Music, Parking, Home Delivery"
PVR Café,3.6,200,38,Pune,Fast Food,+91 889-808-4129,"Takeaway Available, AC"
PVR Café,3.6,200,43,Moradabad,Fast Food,+91 857-104-9554,"Parking, Takeaway Available"
PVR Café,3.6,250,33,Amritsar,Fast Food,+91 834-866-2128,"Takeaway Available, Parking, AC"
PVR Café,3.6,300,18,Ahmedabad,Fast Food,+91 830-589-1644,"WiFi, AC, Home Delivery, Outdoor Seating"
PVR Café,3.6,500,37,Ludhiana,Fast Food,+91 824-223-7307,"Live Music, AC, WiFi, Home Delivery"
PVR Café,3.8,100,38,Coimbatore,Fast Food,+91 792-537-6033,"Takeaway Available, AC"
PVR Café,3.8,200,40,Allahabad,Fast Food,+91 708-307-6286,"Live Music, Parking"
PVR Café,3.8,250,30,Kota,Fast Food,+91 792-208-9548,"Home Delivery, AC, WiFi, Live Music"
PVR Café,3.8,300,43,Mumbai,Fast Food,+91 751-848-9815,"Live Music, AC, Home Delivery, Parking"
PVR Café,3.9,100,36,Trivandrum,Fast Food,+91 792-936-5887,"Outdoor Seating, AC, Live Music, WiFi"
PVR Café,3.9,100,40,Hyderabad,Fast Food,+91 836-978-2246,"Parking, Outdoor Seating, AC"
PVR Café,3.9,100,55,Guwahati,Fast Food,+91 802-700-1736,"AC, Parking, Outdoor Seating, Takeaway Available"
PVR Café,3.9,150,21,Lucknow,Fast Food,+91 723-370-5859,"WiFi, Takeaway Available, Live Music"
PVR Café,3.9,150,41,Bhopal,Fast Food,+91 806-706-7467,"WiFi, Home Delivery, AC, Parking"
PVR Café,4,50,35,Nashik,Fast Food,+91 748-278-7317,"WiFi, Outdoor Seating"
PVR Café,4,100,29,Warangal,Fast Food,+91 918-704-1078,"Takeaway Available, Live Music, Parking"
PVR Café,4,150,35,Kanpur,Fast Food,+91 792-732-4641,"Takeaway Available, Home Delivery, Outdoor Seating"
PVR Café,4,200,26,Vijayawada,Fast Food,+91 930-635-6346,"AC, Live Music"
PVR Café,4,200,37,Raipur,Fast Food,+91 993-932-2445,"Outdoor Seating, AC, Live Music"
PVR Café,4,450,31,Ludhiana,Fast Food,+91 870-192-8273,"AC, Parking"
PVR Café,4.1,150,29,NCR,Fast Food,+91 852-465-2995,"AC, Takeaway Available, Live Music"
PVR Café,4.1,150,37,Gorakhpur,Fast Food,+91 849-795-3353,"AC, Home Delivery, Parking"
PVR Café,4.1,300,47,Chennai,Fast Food,+91 913-962-2080,"Home Delivery, AC, WiFi, Parking"
PVR Café,4.2,100,50,Dehradun,Fast Food,+91 791-491-8428,"Home Delivery, Live Music, Outdoor Seating, Parking"
PVR Café,4.2,150,33,Vadodara,Fast Food,+91 927-885-1520,"Live Music, Outdoor Seating, WiFi"
PVR Café,4.2,150,36,Bareilly,Fast Food,+91 732-765-6766,"Live Music, Home Delivery, Parking, AC"
PVR Café,4.3,100,32,Puducherry,Fast Food,+91 912-828-9108,"Takeaway Available, Live Music"
PVR Veg Restaurant,4,200,31,Durgapur,North Indian,+91 844-473-6408,"WiFi, Live Music, AC"
Pyaali,3.8,150,45,NCR,"South Indian, North Indian, Fast Food",+91 947-788-8880,"Live Music, Parking, Takeaway Available, AC"
Pyaasa,3.7,100,26,Durgapur,Fast Food,+91 883-977-1890,"Live Music, Outdoor Seating"
Pyaasa - The Tasty Quench,3.9,100,28,Durgapur,Fast Food,+91 923-949-3464,"Parking, WiFi, AC"
Pyaaz Kachori With Khadi From Jaipur,3.9,150,36,NCR,"North Indian, Fast Food, Street Food",+91 915-505-9965,"WiFi, Live Music, Takeaway Available"
Pyari Pahadan Restro,3.6,150,36,Dehradun,North Indian,+91 957-921-3536,"Outdoor Seating, Live Music"
Pyaris Bakery,4.2,100,50,Kolkata,Bakery,+91 961-753-7157,"WiFi, AC, Takeaway Available"
Pyramid,4.1,200,37,Chandigarh,North Indian,+91 850-518-5661,"Home Delivery, Takeaway Available, AC"
Pyramid Cafe Lounge,3.8,150,39,Ludhiana,"North Indian, Fast Food, Biryani",+91 730-976-5112,"WiFi, Home Delivery, Outdoor Seating"
Pyramid Cafe Lounge,4,450,31,Jalandhar,"North Indian, Fast Food, Biryani",+91 898-131-8212,"Parking, Takeaway Available, WiFi"
Pyramid Express,4.1,300,53,Shimla,"North Indian, Fast Food, Biryani",+91 743-365-7136,"Outdoor Seating, Takeaway Available, Parking"
Pyramid MicroBrewery,4.2,300,50,Shimla,Multicuisine,+91 887-755-6004,"AC, Home Delivery"
Q Nine Restaurant,4.4,300,32,Trivandrum,"South Indian, North Indian, Biryani",+91 717-348-6945,"Home Delivery, Takeaway Available, Live Music, Parking"
Qadri's Biryani,3.9,200,24,Vadodara,"North Indian, Biryani",+91 969-864-2508,"Takeaway Available, Outdoor Seating, Live Music, Parking"
Qahwaa Coffee,4.3,400,36,Ludhiana,North Indian,+91 745-548-8941,"WiFi, AC, Live Music, Outdoor Seating"
Qainaat - The Rooftop Cafe,3.8,150,29,Alappuzha,Multicuisine,+91 950-571-4918,"AC, Home Delivery"
Qasbah,3.4,350,33,Siliguri,Multicuisine,+91 892-404-5513,"AC, WiFi, Parking"
Qbic Cafe & Bar,4,800,39,NCR,"North Indian, Biryani",+91 977-918-4707,"Home Delivery, Takeaway Available"
QD's Restaurant,4.1,150,48,NCR,"North Indian, Fast Food",+91 863-600-4660,"AC, Parking, WiFi"
QFC,4.3,250,51,Kolkata,Fast Food,+91 913-533-9041,"AC, Parking"
QFC - Quickly Fried Chicken,4.2,100,61,Kolkata,Fast Food,+91 909-469-5064,"AC, WiFi, Home Delivery, Parking"
Qi - Pan Asian,4.4,300,27,Goa,Multicuisine,+91 865-699-4685,"AC, Takeaway Available, Outdoor Seating, WiFi"
Qlique - Hotel Sobti Continental,4.2,100,43,Bareilly,North Indian,+91 927-708-8331,"Live Music, Parking, AC, Takeaway Available"
Quadro Bae,4.2,150,33,Coimbatore,Multicuisine,+91 735-628-2211,"Home Delivery, Parking, Takeaway Available, WiFi"
Qualitiz,4.3,150,28,Mangalore,"Fast Food, Bakery",+91 887-367-2357,"WiFi, Parking, Live Music"
Quality Crispy Chicken,4.2,550,53,Coimbatore,Fast Food,+91 887-334-3592,"WiFi, Parking, AC, Takeaway Available"
Quality Curries Point,3.6,300,20,Guntur,Multicuisine,+91 873-842-2256,"Live Music, Parking, Takeaway Available"
Quality Food Veg & Non Veg,3.2,100,29,Jalandhar,"North Indian, Fast Food",+91 848-337-2960,"Takeaway Available, AC"
Quality Inn Ramachandra,4.1,100,36,Visakhapatnam,"Fast Food, Street Food",+91 973-501-1691,"Outdoor Seating, Home Delivery, Live Music"
Quality Jalpan Grih,4.3,150,24,Gorakhpur,Fast Food,+91 884-744-8687,"Live Music, WiFi"
Quality Live BBQ And Biryani,3.4,350,32,Nashik,"North Indian, Biryani",+91 876-700-5936,"Parking, Live Music"
Quality Paratha & Fast Food Restaurant,4.1,500,35,Agra,"North Indian, Fast Food",+91 719-387-5366,"AC, Outdoor Seating, Home Delivery, Live Music"
Quality Pizza Point,3.3,100,34,Bareilly,Multicuisine,+91 781-412-7837,"Outdoor Seating, Parking, Home Delivery"
Quality Restaurant An Sweets,4.2,150,17,Kota,Street Food,+91 839-190-3806,"Outdoor Seating, WiFi, Parking"
Quarter Biryani,3.9,150,38,Chennai,"South Indian, Biryani",+91 802-307-9742,"WiFi, Live Music"
Queen Diary Ice Mall,3.7,300,32,Haridwar,Bakery,+91 769-946-8389,"WiFi, Outdoor Seating, Home Delivery, Parking"
Queens,3.7,150,53,Guwahati,"North Indian, Biryani",+91 985-236-2836,"AC, Home Delivery"
Queens Court,4,100,22,Jhansi,"North Indian, Biryani",+91 924-705-5290,"Outdoor Seating, WiFi, AC, Home Delivery"
Queen's Cupcake,4,200,34,Durgapur,Bakery,+91 827-699-8678,"WiFi, Parking, Outdoor Seating"
Quest Regency,4.2,150,33,Jamshedpur,"South Indian, North Indian",+91 960-992-6162,"WiFi, Parking"
QUI Noshery,4,200,21,Trivandrum,Multicuisine,+91 702-911-6902,"Outdoor Seating, Takeaway Available, WiFi"
Quibon Smoke,4.2,200,42,Goa,North Indian,+91 777-623-7425,"Live Music, Parking, Home Delivery, AC"
Quick Bite,4.2,100,37,Dhanbad,"Fast Food, Biryani",+91 982-612-7985,"Takeaway Available, Outdoor Seating, AC"
Quick Bite Cafe,4,100,43,Kolkata,"South Indian, Fast Food",+91 799-136-5818,"Parking, Outdoor Seating, AC"
Quick Bite Frankie,3.5,250,35,Warangal,Multicuisine,+91 898-994-3795,"WiFi, Home Delivery, Parking, Live Music"
Quick Bite Franky,3.5,250,33,Warangal,Multicuisine,+91 905-769-2691,"AC, Parking, Outdoor Seating"
Quick Bites Fast Food Center,3.7,250,39,Bhubaneswar,Fast Food,+91 972-234-5890,"Parking, Takeaway Available, Live Music"
Quick Cook By Pragya,4.3,100,41,Meerut,Bakery,+91 809-311-5004,"WiFi, Takeaway Available"
Quick Curry,3.5,100,33,Guwahati,"North Indian, Fast Food",+91 880-319-7881,"WiFi, Outdoor Seating, Parking"
Quick Eats,4.2,150,66,Kolkata,North Indian,+91 800-666-2163,"Takeaway Available, Parking"
Quick Noodle,4.1,150,44,Kolkata,Multicuisine,+91 966-192-9369,"AC, Live Music, WiFi"
Quick Pick,4.1,250,52,Guwahati,Multicuisine,+91 993-105-1104,"Outdoor Seating, WiFi, Live Music, AC"
Quick Pick,4.2,250,41,Guwahati,Multicuisine,+91 950-776-4405,"Live Music, WiFi, Parking"
Quick Service Food,4,100,38,Ranchi,South Indian,+91 956-750-5058,"WiFi, Takeaway Available, Home Delivery, Live Music"
Quick Tandoori Momos,3.7,150,34,Shimla,Multicuisine,+91 950-128-6213,"Home Delivery, Live Music, Parking"
Quickie Bites,4.2,50,41,Surat,Fast Food,+91 710-433-9842,"WiFi, Outdoor Seating, AC"
Qureshi Biriyani Centre,3.9,200,24,Mysore,"North Indian, Biryani",+91 781-377-7915,"AC, Takeaway Available, Outdoor Seating"
Qureshi Fast Food,4.3,350,35,NCR,Fast Food,+91 957-334-2234,"Parking, Home Delivery, Takeaway Available, AC"
Qureshi Kabab House,3.9,150,35,Jodhpur,North Indian,+91 948-403-7615,"Parking, Takeaway Available, Home Delivery, WiFi"
Qureshi Momos,4.1,100,45,NCR,Fast Food,+91 893-733-3611,"Live Music, Outdoor Seating"
Qureshi's Kabab Corner,4.3,200,43,NCR,"North Indian, Biryani",+91 773-653-1307,"Outdoor Seating, WiFi"
Qutub Shahi Kitchens,3.8,50,46,Hyderabad,"North Indian, Biryani",+91 722-154-4071,"WiFi, Home Delivery, Live Music"
Qvinch,3.7,200,50,Hyderabad,Fast Food,+91 982-219-7913,"Parking, Outdoor Seating"
Qwality Restaurant,3.8,250,26,Jamshedpur,North Indian,+91 969-813-9792,"Takeaway Available, WiFi"
R . C . Spice,3.7,550,46,Allahabad,"South Indian, North Indian, Fast Food, Street Food, Biryani",+91 834-408-9325,"AC, Outdoor Seating, WiFi"
R Bawarchi 1,3.8,200,35,Nellore,Biryani,+91 766-631-5344,"Home Delivery, Takeaway Available"
R Bawarchi 2,3.6,200,27,Nellore,"North Indian, Biryani",+91 871-936-9111,"Takeaway Available, Outdoor Seating"
R Bhagat Tarrachand,4.1,150,33,Mumbai,"North Indian, Fast Food, Street Food",+91 889-446-3197,"Home Delivery, WiFi"
R Bhagat Tarrachand,4.2,100,53,Mumbai,North Indian,+91 878-674-4028,"WiFi, Parking"
R Biryani Darbar,3.8,50,18,Gaya,"North Indian, Biryani",+91 709-353-2917,"WiFi, Takeaway Available, Parking, Home Delivery"
R Fast Food By Raghuvir,3.9,150,22,Amravati,Street Food,+91 914-351-7872,"Takeaway Available, Outdoor Seating, Home Delivery, Live Music"
R K Biryani House,4,150,36,Pune,"North Indian, Biryani",+91 707-922-1456,"Outdoor Seating, Parking, Takeaway Available"
R K Cakes & Flowers,4.1,200,29,Jodhpur,Bakery,+91 768-426-5034,"Home Delivery, Takeaway Available"
R K Food Plaza,4.2,200,25,Amritsar,North Indian,+91 818-463-1120,"AC, Home Delivery, WiFi"
R K Litti,4.4,200,21,Patna,Multicuisine,+91 876-164-2338,"Live Music, AC, Parking, Outdoor Seating"
R K Veg and Non Veg Restaurant,4.1,100,28,Ujjain,North Indian,+91 946-346-1185,"Outdoor Seating, WiFi, Parking, Home Delivery"
R M Tiffin Services,3.9,100,38,Jalandhar,North Indian,+91 918-837-2839,"Parking, WiFi, Takeaway Available"
R P Bakery,4.1,150,42,Lucknow,"Fast Food, Street Food, Bakery",+91 781-818-2963,"Takeaway Available, Live Music, Outdoor Seating"
R Punjabi Dhaba & Family Restaurant,4,400,27,Guntur,"North Indian, Biryani",+91 708-720-1178,"Parking, WiFi, Takeaway Available, Live Music"
R R Family Dhaba,4.1,100,30,Nellore,"South Indian, North Indian",+91 741-324-9432,"WiFi, Live Music"
R R Family Dhaba Veg,4.2,100,27,Nellore,North Indian,+91 809-685-2187,"WiFi, Takeaway Available"
R S Bhojnalaya,4.1,100,37,Kanpur,North Indian,+91 889-362-8809,"Parking, Live Music"
R S Golden Bakery,3.6,150,29,Lucknow,Bakery,+91 980-492-8746,"AC, Home Delivery, Live Music, WiFi"
R V Dhorajiwala Sweets and Farsan,4.1,300,36,Amravati,Street Food,+91 721-102-4823,"Takeaway Available, Home Delivery"
R&I Diners,4,150,28,Durgapur,North Indian,+91 748-356-3521,"Live Music, WiFi, Parking, Home Delivery"
R. K. Udippi Restaurant,4,100,30,Bhopal,"South Indian, North Indian, Fast Food",+91 884-191-9714,"Home Delivery, Outdoor Seating, Live Music"
R.D. Sharma Dhosa and Pavbhaji,3.6,150,29,Surat,"South Indian, Fast Food, Street Food",+91 763-470-1877,"Parking, Takeaway Available, Live Music, Outdoor Seating"
R.D. Sharma Pavbhaji & Chaat,3.5,250,29,Surat,"Fast Food, Street Food",+91 926-299-8722,"WiFi, Parking, Takeaway Available, AC"
R.D's Bombay Sandwich Center,4.1,200,33,Kolhapur,Fast Food,+91 748-750-9337,"Home Delivery, Outdoor Seating"
R.K Maggi Pasta Coffee Bar,4,100,37,Ahmedabad,"North Indian, Fast Food, Street Food",+91 994-929-4462,"Home Delivery, Outdoor Seating, AC"
R.K Nasta Centre,4.1,150,14,Bhavnagar,Fast Food,+91 887-699-7533,"Home Delivery, AC"
R.K Sanjha Chulha,4,150,35,Ludhiana,North Indian,+91 987-477-2405,"WiFi, Home Delivery"
R.K. Egg Eatery,3.9,300,37,Ahmedabad,"North Indian, Street Food",+91 781-750-5895,"Parking, WiFi, Home Delivery, Live Music"
R.K.Centre,4,250,26,Ahmedabad,"South Indian, North Indian, Fast Food, Street Food",+91 940-103-4325,"WiFi, Home Delivery"
R.M.S Tiffin Service,4.3,150,30,Kanpur,North Indian,+91 778-106-9375,"Live Music, Takeaway Available"
R.P.W Pizza,3.8,300,47,NCR,Multicuisine,+91 704-569-3375,"WiFi, Takeaway Available, Live Music"
R.R Restaurant Inn,3.8,100,22,Guntur,"North Indian, Biryani",+91 888-760-4821,"Live Music, Parking, Home Delivery, AC"
R.R. Restaurant And Cafe,3.5,150,31,Patna,"North Indian, Fast Food",+91 904-590-1533,"Takeaway Available, AC, Home Delivery, Outdoor Seating"
R.R.R. Biryani House,3.7,250,22,Vijayawada,"South Indian, North Indian, Biryani",+91 999-242-5011,"Outdoor Seating, Takeaway Available, Home Delivery, Live Music"
